"Населено място","Търговски обект","Наименование на продукта","Код на продукта","Категория","Цена на дребно","Цена в промоция"
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","БИРА БРИТОС 2 Л. РЕТ","070489","74","1.53",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗАГОРКА 2 Л","070695","74","1.78",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","БИРА БАБАИТ ЛАГЕР 2Л.","070720","74","1.94",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","* ПИРИНСКО СВЕТЛО 2 Л РЕТ","070796","74","1.68",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","КАМЕНИЦА СВЕТЛО  2Л PET","079052","74","1.65",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗЪРНЕНА ЗАКУСКА  300 ГР С МЕД ПЕС ПАТРУЛ DOLCI PREZIOSI","080705","43","4.49",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗЪРНЕНА ЗАКУСКА 300 ГР С МЕД  ПРИНЦЕС DOLCI PREZIOSI","080706","43","4.49",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗЪРНЕНА ЗАКУСКА 300 ГР С КАКАО ПЕС ПАТРУЛ DOLCI PREZIOSI","080707","43","4.49",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗЪРНЕНА ЗАКУСКА 300 ГР С КАКАО ПРИНЦЕС DOLCI PREZIOSI","080708","43","4.49",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","БАРЧЕ ШОКО 120 ГР ПШЕНИЦА И ОРИЗ ПЕС ПАТРУЛ DOLCI PREZIOSI","080709","43","2.99",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","БАРЧЕ ШОКО 120 ГР ПШЕНИЦА И ОРИЗ ПРИНЦЕС DOLCI PREZIOSI","080710","43","2.99",""
"68134","МАГАЗИН МЛАДОСТ - СОФИЯ, ЖК МЛАДОСТ 2, БУЛ. АЛЕКСАНДЪР МАЛИНОВ 75","ЗНП КРАВЕ КИСЕЛО МЛЯКО 3,6% 500 ГР ОБНОВА","090007","7","0.92",""
