"Населено място","Търговски обект","Наименование на продукта","Код на продукта",Категория,"Цена на дребно","Цена в промоция"
68134,1,"Кафе на зърна Dallmayr Crema Doro, 1 кг",DDFFSLBBM,71,22.2,
68134,1,"Кафе на зърна Tchibo Espresso Sicilia Style, 1000 гр",DDFZJBBBM,71,24.95,
68134,1,"Паста за зъби Blend-a-Med Anti-cavity Original, 125 мл",DDK2P6BBM,81,4.99,
68134,1,"Комплект Colgate Max White: Четка за зъби, Medium, 2 бр",DDL7X2BBM,80,3.57,
68134,1,"Четка за зъби Colgate Extra Clean Medium, 2 броя",DDQ5QBBBM,80,1.68,
68134,1,"Успокояващ сапун Avene Cold Cream, 100 гр",DDR7WBBBM,83,7.66,
68134,1,"Хомеопатична паста за зъби Argital Omeobital, 75 мл",DDSXKJ3BM,81,5.87,
68134,1,"Паста за зъби с хиалуронова киселина Parodontax Gum Stregthen & Protect Whitening, 75 мл",DDVX8SYBM,81,5.61,
68134,1,"Черен чай Chai Classic Taylors of Harrogate, 20 торбички, 50 гроя",DDY3TZBBM,72,6.13,
68134,1,"Паста за зъби Colgate Total Advanced Sensitive Care, За пълна защита, 75 мл",DF02MQMBM,81,11.99,
68134,1,"Кафе на зърна Davidoff Cafe Espresso 57, 1 кг",DF0Z28MBM,71,29.41,
68134,1,"Четка за зъби Colgate 360 Base Medium, Синя",DF15QBBBM,80,4.59,
68134,1,"Паста за зъби Elmex Caries Protection Plus Complete Care, За защита от кариес, 75 мл",DF1DSLMBM,81,5.1,
68134,1,"Комплект четки за зъби Colgate ZigZag Charcoal, Medium, 3 броя",DF1PZSMBM,80,3.52,
68134,1,"Черен чай Dammann Pomme d'amour, 24 пакетчета, Индивидуално опаковани, 48 гр",DF2NPLBBM,72,15.33,
68134,1,"Кафе на зърна Kimbo Vending Audace, 1 кг",DF7M97YBM,71,23.76,
68134,1,"Шампоан Schauma 7 Билки, 400 мл",DF8MRBBBM,82,3.57,
68134,1,"Избелваща паста за зъби iWhite, 75 мл",DFB6HYYBM,81,7.66,
68134,1,"Паста за зъби Lacalut Flora, 75 мл",DFCH74MBM,81,4.08,
68134,1,"Билков чай J.T. Ronnefeldt, Teavelope® Winterdream®, 25 пакетчета, 37.5 гр",DFD4CZBBM,72,8.18,
68134,1,"Кафе на зърна Hardy Milano, 1 кг",DFF2HZYBM,71,31.7,
68134,1,"Черен чай Yorkshire Clasic Taylors of Harrogate, 200 пакетчета, 625 гр",DFGMT2MBM,72,49.07,
68134,1,"Чай Teekanne Premium Fruit Selection, 20 пакетчета, 60 гр.",DFJFSLBBM,72,5.11,
68134,1,"Паста за зъби Colgate Total Gum Care & Sensitivity, 100 мл",DFK6PK3BM,81,4.08,
68134,1,"Паста за зъби SPLAT, За здрави венци, 125 гр",DFQJKXMBM,81,11.99,
68134,1,"Паста за зъби Swissdent, Biocare, 50 мл",DFXF3SBBM,81,8.17,
68134,1,"Шампоан Nivea Men Active Clean, 400 мл",DFYYP3BBM,82,5.61,
68134,1,"Паста за зъби Vademecum Expert White & Gentle, С алое вера и бамбукови частици, 75 мл",DG01KTMBM,81,6.99,
